"Species","Fin_Width","Limb_Length","Observer","Volume"
"whale_shark",0.11077164705713,178.358177618626,"Olivia",0.57295284392594
"whale_shark",1.27951657823346,179.447790982134,"Olivia",76.9127921340192
"bull_shark",4.530832735717,204.631062146485,"Olivia",1099.75575793706
"bull_shark",6.62618115321896,126.949444289738,"Meredith",1459.23769746902
"whale_shark",17.923059149732,117.810707214558,"Ben",9907.80991305229
"blacktip_shark",0.364434984800271,128.597367538471,"Ben",4.47137225761568
"galapagos_shark",8.05463227481723,181.661916376956,"Olivia",3085.48865513097
"great_white_shark",4.16011286759671,121.695713965515,"Olivia",551.383970974867
"bull_shark",9.10363449161995,98.9782651204615,"Olivia",2147.52431184645
"whale_shark",6.83678240529079,245.018578449326,"Olivia",2998.2728910472
"blacktip_shark",22.7874161834378,106.256410067515,"Ben",14444.8798589201
"whale_shark",5.3768284739738,157.697663288962,"Meredith",1193.5654789203
"whale_shark",16.762201244006,144.953584744812,"Olivia",10662.51579513
"great_white_shark",0.585358103268164,94.4627144050244,"Ben",8.47368503193222
"galapagos_shark",4.45617939925607,168.796087664825,"Meredith",877.518611283615
"great_white_shark",1.65188639478671,188.415294288036,"Olivia",134.600022405704
"great_white_shark",9.52030191603757,149.794348464679,"Olivia",3554.39343128234
"blacktip_shark",10.2685566918895,115.181422329418,"Olivia",3179.58086073043
"whale_shark",2.6973776451573,131.484838389224,"Ben",250.453907260002
"bull_shark",18.9742665316465,73.5539497967563,"Meredith",6932.73531056944
"bull_shark",22.6365303138536,164.792641748542,"Ben",22106.8142428315
"great_white_shark",9.85601354190607,131.508477708745,"Olivia",3344.45194604376
"whale_shark",2.34261056102811,162.878235672665,"Meredith",234.008631419294
"galapagos_shark",6.5161137071442,138.639944402836,"Ben",1541.11238492716
"great_white_shark",18.7660981301448,193.674257738274,"Meredith",17856.1774337855
"whale_shark",3.19605685739425,156.40865450983,"Ben",418.271621722301
"blacktip_shark",10.6767513247754,258.326731376215,"Ben",7709.32280084946
"galapagos_shark",2.39274107291384,161.451597176567,"Olivia",241.992764829809
"bull_shark",14.6181035172357,148.699589966797,"Ben",8318.79579464488
"blacktip_shark",13.5389546431011,110.412879235742,"Ben",5298.56941641879
"great_white_shark",9.18796702072184,158.472397123541,"Ben",3502.36262144117
"great_white_shark",8.39956513014142,111.119298650743,"Ben",2052.44591753945
"bull_shark",10.9642505901528,171.968960558308,"Ben",5412.23441630134
"whale_shark",23.7141800521107,108.039138799533,"Olivia",15906.182691411
"galapagos_shark",11.0287036969378,167.965357390416,"Meredith",5348.56505818029
"blacktip_shark",2.66168803880956,134.565773898293,"Meredith",249.584462756738
"blacktip_shark",1.20326487077463,87.194579080727,"Olivia",33.0506943273409
"whale_shark",12.9019025059597,199.077704042639,"Olivia",8675.58484903178
"great_white_shark",2.58023490176407,176.667775822275,"Olivia",307.924651829464
"bull_shark",16.1748648122735,103.935873478206,"Olivia",7118.94136685238
"blacktip_shark",16.8493063499732,143.568460672425,"Ben",10670.6708505084
"blacktip_shark",21.4647483764737,111.083448964567,"Meredith",13398.9135675368
"galapagos_shark",6.92996185852846,125.581533626895,"Meredith",1578.90535520912
"blacktip_shark",1.07446445898331,169.971075024795,"Olivia",51.3721517678633
"bull_shark",5.07051323335484,185.174565567432,"Ben",1246.38955851867
"great_white_shark",19.9483544433839,186.925169574618,"Ben",19473.7935839809
"great_white_shark",4.77296362156525,177.72535887644,"Olivia",1059.97171174647
"whale_shark",11.2856882280655,144.41998701753,"Meredith",4815.61795806375
"great_white_shark",4.15859527020955,17.572850937496,"Olivia",79.5617198205017
"blacktip_shark",8.82131607848841,171.538631964513,"Olivia",3494.59890246637
"great_white_shark",5.93413798910142,185.69943466018,"Meredith",1711.96345688242
"bull_shark",2.55463960607517,169.578481448537,"Meredith",289.733458518287
"galapagos_shark",2.36007081218511,102.145930137388,"Olivia",148.949744230802
"galapagos_shark",2.52462697218447,168.509514129907,"Olivia",281.18198242091
"whale_shark",9.40692090528202,188.86814305305,"Ben",4375.445935056
"great_white_shark",7.77450766133601,91.1136414214132,"Ben",1441.77610069741
"bull_shark",16.7719204555674,171.158597635979,"Olivia",12604.7122043087
"great_white_shark",14.0250583418089,248.176014104512,"Ben",12780.2039618997
"bull_shark",7.61304176733723,84.0261808163364,"Olivia",1274.9691484202
"galapagos_shark",13.3745514569316,181.832206200544,"Olivia",8515.25948508578
"blacktip_shark",18.4829030760208,136.348273320496,"Ben",12194.3495910214
"blacktip_shark",11.109711368171,93.7898480113425,"Olivia",3030.60971327331
"whale_shark",4.52132257711437,113.081567397135,"Olivia",605.189567067754
"great_white_shark",18.9919770832254,150.395925182355,"Meredith",14201.8542554299
"galapagos_shark",4.80681043811807,133.645609052036,"Olivia",808.42048969473
"great_white_shark",4.11314547774347,94.4701884480102,"Meredith",418.419146246878
"great_white_shark",10.9548489809902,139.416190460821,"Ben",4380.20693051971
"whale_shark",13.5170932106902,112.108068840667,"Meredith",5362.55939455274
"galapagos_shark",2.13560805874834,179.580853118465,"Olivia",214.423193097348
"great_white_shark",15.6643034437919,185.871148342688,"Olivia",11939.9575798897
"whale_shark",0.362425904512619,136.159964515566,"Ben",4.68227070870497
"blacktip_shark",10.3591705643651,78.717717261257,"Ben",2211.52109209176
"whale_shark",13.2862663387608,168.597670123032,"Meredith",7791.59021763992
"bull_shark",13.1353335586209,71.9587756101147,"Ben",3250.3834892176
"blacktip_shark",18.7261370685859,129.355466381478,"Olivia",11875.4427041585
"blacktip_shark",0.642695407184867,169.563212701198,"Olivia",18.3362556716993
"whale_shark",14.7031122655148,186.080989048704,"Olivia",10531.4744622825
"bull_shark",4.81366015799298,175.614519793911,"Ben",1065.31955555433
"bull_shark",8.62370349600052,188.048355157842,"Meredith",3661.21976036563
"bull_shark",25.113055861341,126.035071602657,"Ben",20809.3811288086
"galapagos_shark",6.77967498717115,96.7722002875297,"Olivia",1164.49329282176
"bull_shark",2.55170482195241,126.31161016516,"Ben",215.314246645867
"bull_shark",1.68715515414678,222.042034236358,"Olivia",165.467943796602
"galapagos_shark",2.16297303549934,192.213543641745,"Olivia",235.426216303273
"galapagos_shark",8.1415290007167,138.323169723306,"Meredith",2400.35517182455
"great_white_shark",23.448386710393,117.035624952195,"Ben",16846.6146116303
"whale_shark",4.81917149412165,198.650009540838,"Ben",1207.81934026922
"whale_shark",26.9600376339007,158.789136180386,"Ben",30215.5428383485
"great_white_shark",2.95332334935979,152.999981077651,"Ben",349.367097436295
"whale_shark",14.7514293643406,64.3832606460034,"Ben",3667.83509940098
"blacktip_shark",3.67566116247391,208.838889460658,"Meredith",738.670815778674
"bull_shark",0.0118759176126568,116.489295752309,"Meredith",0.00430119367524134
"whale_shark",12.8559116287031,165.820394714055,"Olivia",7174.84177470133
"bull_shark",16.0224732350156,185.456867066323,"Meredith",12464.3792637537
"blacktip_shark",4.57795070284602,198.041702071143,"Olivia",1086.5944946264
"blacktip_shark",0.951905865775166,202.672227251738,"Olivia",48.0784959233001
"whale_shark",3.87234033532129,142.278383273368,"Ben",558.540395373236
"galapagos_shark",22.9714044066541,172.023049972781,"Olivia",23764.5921437548
"galapagos_shark",3.10326257920104,66.4490822489649,"Ben",167.530800157634
"galapagos_shark",24.009000737512,149.003608258927,"Meredith",22486.071223374
